Timestamp,Coke,Coal,PCI,Fuel_Rate
2026-01-28 16:00:00,538,88,90,716
2026-01-28 17:00:00,532,83,100,715
2026-01-28 18:00:00,538,87,94,719
2026-01-28 19:00:00,502,92,95,689
2026-01-28 20:00:00,510,95,99,704
2026-01-28 21:00:00,522,89,94,705
2026-01-28 22:00:00,525,93,92,710
2026-01-28 23:00:00,519,90,91,700
2026-01-29 00:00:00,515,94,89,698
2026-01-29 01:00:00,509,81,87,677
2026-01-29 02:00:00,503,83,89,675
2026-01-29 03:00:00,506,94,89,689
2026-01-29 04:00:00,509,82,94,685
2026-01-29 05:00:00,521,90,92,703
2026-01-29 06:00:00,530,93,98,721
2026-01-29 07:00:00,507,89,91,687
2026-01-29 08:00:00,530,81,96,707
2026-01-29 09:00:00,510,92,91,693
2026-01-29 10:00:00,522,82,86,690
2026-01-29 11:00:00,502,88,97,687
2026-01-29 12:00:00,511,95,99,705
2026-01-29 13:00:00,525,90,99,714
2026-01-29 14:00:00,508,90,98,696
2026-01-29 15:00:00,520,85,85,690
2026-01-29 16:00:00,510,88,98,696
2026-01-29 17:00:00,505,95,95,695
2026-01-29 18:00:00,509,81,89,679
2026-01-29 19:00:00,515,95,93,703
2026-01-29 20:00:00,512,85,98,695
2026-01-29 21:00:00,502,80,96,678
2026-01-29 22:00:00,521,91,95,707
2026-01-29 23:00:00,500,83,100,683
2026-01-30 00:00:00,532,86,91,709
2026-01-30 01:00:00,509,90,93,692
2026-01-30 02:00:00,533,92,91,716
2026-01-30 03:00:00,527,81,99,707
2026-01-30 04:00:00,537,89,99,725
2026-01-30 05:00:00,502,89,95,686
2026-01-30 06:00:00,501,93,87,681
2026-01-30 07:00:00,530,93,99,722
2026-01-30 08:00:00,538,87,95,720
2026-01-30 09:00:00,537,87,99,723
2026-01-30 10:00:00,516,89,86,691
2026-01-30 11:00:00,514,88,97,699
2026-01-30 12:00:00,516,80,92,688
2026-01-30 13:00:00,502,87,99,688
2026-01-30 14:00:00,515,92,85,692
2026-01-30 15:00:00,527,81,87,695
2026-01-30 16:00:00,517,93,85,695
2026-01-30 17:00:00,532,89,86,707
2026-01-30 18:00:00,531,86,94,711
2026-01-30 19:00:00,507,87,97,691
2026-01-30 20:00:00,535,90,90,715
2026-01-30 21:00:00,534,86,85,705
2026-01-30 22:00:00,527,82,95,704
2026-01-30 23:00:00,515,95,85,695
2026-01-31 00:00:00,506,84,93,683
2026-01-31 01:00:00,510,89,93,692
2026-01-31 02:00:00,526,85,98,709
2026-01-31 03:00:00,513,85,96,694
2026-01-31 04:00:00,506,89,94,689
2026-01-31 05:00:00,534,82,87,703
2026-01-31 06:00:00,509,83,85,677
2026-01-31 07:00:00,515,82,93,690
2026-01-31 08:00:00,511,83,99,693
2026-01-31 09:00:00,521,83,99,703
2026-01-31 10:00:00,532,83,100,715
2026-01-31 11:00:00,539,88,87,714
2026-01-31 12:00:00,522,82,96,700
2026-01-31 13:00:00,511,92,91,694
2026-01-31 14:00:00,534,88,85,707
2026-01-31 15:00:00,539,82,87,708
2026-01-31 16:00:00,510,84,95,689
2026-01-31 17:00:00,510,86,100,696
2026-01-31 18:00:00,540,91,85,716
2026-01-31 19:00:00,521,92,98,711
2026-01-31 20:00:00,506,92,91,689
2026-01-31 21:00:00,510,86,100,696
2026-01-31 22:00:00,537,82,92,711
2026-01-31 23:00:00,531,94,97,722
2026-02-01 00:00:00,520,91,91,702
2026-02-01 01:00:00,502,81,99,682
2026-02-01 02:00:00,512,80,96,688
2026-02-01 03:00:00,501,91,95,687
2026-02-01 04:00:00,526,80,95,701
2026-02-01 05:00:00,529,82,89,700
2026-02-01 06:00:00,506,83,89,678
2026-02-01 07:00:00,530,95,95,720
2026-02-01 08:00:00,507,81,95,683
2026-02-01 09:00:00,515,89,98,702
2026-02-01 10:00:00,518,81,88,687
2026-02-01 11:00:00,503,89,89,681
2026-02-01 12:00:00,516,92,89,697
2026-02-01 13:00:00,517,90,98,705
2026-02-01 14:00:00,504,91,87,682
2026-02-01 15:00:00,531,89,94,714
2026-02-01 16:00:00,526,80,85,691
2026-02-01 17:00:00,518,90,90,698
2026-02-01 18:00:00,505,84,88,677
2026-02-01 19:00:00,523,83,88,694
2026-02-01 20:00:00,516,90,95,701
2026-02-01 21:00:00,507,85,91,683
2026-02-01 22:00:00,537,82,92,711
2026-02-01 23:00:00,503,88,94,685
2026-02-02 00:00:00,535,82,94,711
2026-02-02 01:00:00,535,89,88,712
2026-02-02 02:00:00,525,81,94,700
2026-02-02 03:00:00,526,82,95,703
2026-02-02 04:00:00,517,81,89,687
2026-02-02 05:00:00,504,83,85,672
2026-02-02 06:00:00,506,95,86,687
2026-02-02 07:00:00,530,91,97,718
2026-02-02 08:00:00,534,83,93,710
2026-02-02 09:00:00,510,87,87,684
2026-02-02 10:00:00,521,85,90,696
2026-02-02 11:00:00,536,83,85,704
2026-02-02 12:00:00,530,86,89,705
2026-02-02 13:00:00,510,87,98,695
2026-02-02 14:00:00,500,88,91,679
2026-02-02 15:00:00,531,87,86,704
2026-02-02 16:00:00,527,86,97,710
2026-02-02 17:00:00,512,89,96,697
2026-02-02 18:00:00,508,92,98,698
2026-02-02 19:00:00,537,89,93,719
2026-02-02 20:00:00,515,83,98,696
2026-02-02 21:00:00,516,95,85,696
2026-02-02 22:00:00,507,92,91,690
2026-02-02 23:00:00,516,84,90,690
2026-02-03 00:00:00,537,83,92,712
2026-02-03 01:00:00,508,81,92,681
2026-02-03 02:00:00,515,81,87,683
2026-02-03 03:00:00,525,84,91,700
2026-02-03 04:00:00,517,83,85,685
2026-02-03 05:00:00,513,83,85,681
2026-02-03 06:00:00,526,83,95,704
2026-02-03 07:00:00,513,94,89,696
2026-02-03 08:00:00,509,83,96,688
2026-02-03 09:00:00,520,93,97,710
2026-02-03 10:00:00,533,88,99,720
2026-02-03 11:00:00,512,84,91,687
2026-02-03 12:00:00,524,91,91,706
2026-02-03 13:00:00,515,95,100,710
2026-02-03 14:00:00,517,93,86,696
2026-02-03 15:00:00,516,80,98,694
2026-02-03 16:00:00,529,85,86,700
2026-02-03 17:00:00,503,94,94,691
2026-02-03 18:00:00,513,93,88,694
2026-02-03 19:00:00,518,84,94,696
2026-02-03 20:00:00,517,85,98,700
2026-02-03 21:00:00,500,95,87,682
2026-02-03 22:00:00,537,94,96,727
2026-02-03 23:00:00,519,87,99,705
2026-02-04 00:00:00,512,88,100,700
2026-02-04 01:00:00,524,88,90,702
2026-02-04 02:00:00,530,87,99,716
2026-02-04 03:00:00,508,80,92,680
2026-02-04 04:00:00,531,92,92,715
2026-02-04 05:00:00,535,84,88,707
2026-02-04 06:00:00,517,91,93,701
2026-02-04 07:00:00,506,88,94,688
2026-02-04 08:00:00,525,80,87,692
2026-02-04 09:00:00,536,83,92,711
2026-02-04 10:00:00,518,88,92,698
2026-02-04 11:00:00,535,85,100,720
2026-02-04 12:00:00,533,80,89,702
2026-02-04 13:00:00,501,90,98,689
2026-02-04 14:00:00,536,90,85,711
2026-02-04 15:00:00,530,86,90,706
2026-02-04 16:00:00,506,89,98,693
2026-02-04 17:00:00,516,88,91,695
2026-02-04 18:00:00,540,92,96,728
2026-02-04 19:00:00,506,92,100,698
2026-02-04 20:00:00,539,86,92,717
2026-02-04 21:00:00,520,81,95,696
2026-02-04 22:00:00,522,95,92,709
2026-02-04 23:00:00,534,90,100,724
2026-02-05 00:00:00,514,93,85,692
2026-02-05 01:00:00,504,83,89,676
2026-02-05 02:00:00,514,93,86,693
2026-02-05 03:00:00,513,94,98,705
2026-02-05 04:00:00,534,82,88,704
2026-02-05 05:00:00,535,94,89,718
2026-02-05 06:00:00,514,86,91,691
2026-02-05 07:00:00,523,83,86,692
2026-02-05 08:00:00,516,80,98,694
2026-02-05 09:00:00,507,88,99,694
2026-02-05 10:00:00,513,82,95,690
2026-02-05 11:00:00,515,83,87,685
2026-02-05 12:00:00,516,87,86,689
2026-02-05 13:00:00,530,88,90,708
2026-02-05 14:00:00,500,95,91,686
2026-02-05 15:00:00,526,90,88,704
2026-02-05 16:00:00,505,87,93,685
2026-02-05 17:00:00,500,93,96,689
2026-02-05 18:00:00,522,94,90,706
2026-02-05 19:00:00,501,83,85,669
2026-02-05 20:00:00,517,86,90,693
2026-02-05 21:00:00,510,87,86,683
2026-02-05 22:00:00,511,86,91,688
2026-02-05 23:00:00,512,84,94,690
2026-02-06 00:00:00,529,81,99,709
2026-02-06 01:00:00,514,84,86,684
2026-02-06 02:00:00,507,86,96,689
2026-02-06 03:00:00,540,89,98,727
2026-02-06 04:00:00,509,82,90,681
2026-02-06 05:00:00,530,92,85,707
2026-02-06 06:00:00,510,91,86,687
2026-02-06 07:00:00,534,85,98,717
2026-02-06 08:00:00,506,82,90,678
2026-02-06 09:00:00,513,82,89,684
2026-02-06 10:00:00,526,83,98,707
2026-02-06 11:00:00,514,85,93,692
2026-02-06 12:00:00,533,90,99,722
2026-02-06 13:00:00,510,86,99,695
2026-02-06 14:00:00,527,85,99,711
2026-02-06 15:00:00,517,90,93,700
2026-02-06 16:00:00,538,86,85,709
2026-02-06 17:00:00,512,92,94,698
2026-02-06 18:00:00,524,94,87,705
2026-02-06 19:00:00,537,83,89,709
2026-02-06 20:00:00,503,87,88,678
2026-02-06 21:00:00,535,95,97,727
2026-02-06 22:00:00,537,84,86,707
2026-02-06 23:00:00,533,85,92,710
2026-02-07 00:00:00,508,87,86,681
2026-02-07 01:00:00,532,82,92,706
2026-02-07 02:00:00,534,82,95,711
2026-02-07 03:00:00,533,82,93,708
2026-02-07 04:00:00,516,90,89,695
2026-02-07 05:00:00,511,81,98,690
2026-02-07 06:00:00,531,86,89,706
2026-02-07 07:00:00,514,82,89,685
2026-02-07 08:00:00,539,94,87,720
2026-02-07 09:00:00,527,82,95,704
2026-02-07 10:00:00,529,85,93,707
2026-02-07 11:00:00,521,80,86,687
2026-02-07 12:00:00,500,80,85,665
2026-02-07 13:00:00,501,82,95,678
2026-02-07 14:00:00,510,82,87,679
2026-02-07 15:00:00,512,95,88,695
2026-02-07 16:00:00,528,91,86,705
2026-02-07 17:00:00,540,80,89,709
2026-02-07 18:00:00,522,90,97,709
2026-02-07 19:00:00,507,89,94,690
2026-02-07 20:00:00,516,85,87,688
2026-02-07 21:00:00,534,84,100,718
2026-02-07 22:00:00,518,95,87,700
2026-02-07 23:00:00,509,85,94,688
2026-02-08 00:00:00,532,81,95,708
2026-02-08 01:00:00,524,95,86,705
2026-02-08 02:00:00,532,93,99,724
2026-02-08 03:00:00,501,81,86,668
2026-02-08 04:00:00,500,88,92,680
2026-02-08 05:00:00,524,91,95,710
2026-02-08 06:00:00,505,91,93,689
2026-02-08 07:00:00,533,84,97,714
2026-02-08 08:00:00,524,83,92,699
2026-02-08 09:00:00,526,84,93,703
2026-02-08 10:00:00,532,87,95,714
2026-02-08 11:00:00,523,81,96,700
2026-02-08 12:00:00,519,85,97,701
2026-02-08 13:00:00,502,81,100,683
2026-02-08 14:00:00,503,93,91,687
2026-02-08 15:00:00,515,93,99,707
2026-02-08 16:00:00,539,91,85,715
2026-02-08 17:00:00,539,85,89,713
2026-02-08 18:00:00,504,81,93,678
2026-02-08 19:00:00,503,83,97,683
2026-02-08 20:00:00,516,83,85,684
2026-02-08 21:00:00,516,88,90,694
2026-02-08 22:00:00,535,95,100,730
2026-02-08 23:00:00,515,86,97,698
2026-02-09 00:00:00,512,82,97,691
2026-02-09 01:00:00,517,87,89,693
2026-02-09 02:00:00,504,84,97,685
2026-02-09 03:00:00,539,89,90,718
2026-02-09 04:00:00,533,89,98,720
2026-02-09 05:00:00,519,85,85,689
2026-02-09 06:00:00,515,93,89,697
2026-02-09 07:00:00,523,93,91,707
2026-02-09 08:00:00,506,89,93,688
2026-02-09 09:00:00,505,94,86,685
2026-02-09 10:00:00,524,89,97,710
2026-02-09 11:00:00,510,91,96,697
2026-02-09 12:00:00,518,81,90,689
2026-02-09 13:00:00,525,87,96,708
2026-02-09 14:00:00,521,85,94,700
2026-02-09 15:00:00,512,80,87,679
2026-02-09 16:00:00,530,92,94,716
2026-02-09 17:00:00,526,88,94,708
2026-02-09 18:00:00,532,80,92,704
2026-02-09 19:00:00,506,91,92,689
2026-02-09 20:00:00,535,85,93,713
2026-02-09 21:00:00,521,84,99,704
2026-02-09 22:00:00,539,81,95,715
2026-02-09 23:00:00,502,89,86,677
2026-02-10 00:00:00,518,87,91,696
2026-02-10 01:00:00,513,86,96,695
2026-02-10 02:00:00,512,88,95,695
2026-02-10 03:00:00,507,92,92,691
2026-02-10 04:00:00,509,83,87,679
2026-02-10 05:00:00,506,94,99,699
2026-02-10 06:00:00,507,81,91,679
2026-02-10 07:00:00,515,82,91,688
2026-02-10 08:00:00,531,86,89,706
2026-02-10 09:00:00,525,90,92,707
2026-02-10 10:00:00,502,93,86,681
2026-02-10 11:00:00,504,82,100,686
2026-02-10 12:00:00,520,92,88,700
2026-02-10 13:00:00,529,93,85,707
2026-02-10 14:00:00,500,85,91,676
2026-02-10 15:00:00,501,80,88,669
2026-02-10 16:00:00,521,93,88,702
2026-02-10 17:00:00,535,84,85,704
2026-02-10 18:00:00,515,92,95,702
2026-02-10 19:00:00,530,95,93,718
2026-02-10 20:00:00,518,83,98,699
2026-02-10 21:00:00,500,86,97,683
2026-02-10 22:00:00,523,91,89,703
2026-02-10 23:00:00,503,82,94,679
2026-02-11 00:00:00,538,82,88,708
2026-02-11 01:00:00,533,89,88,710
2026-02-11 02:00:00,534,89,92,715
2026-02-11 03:00:00,514,92,100,706
2026-02-11 04:00:00,521,80,89,690
2026-02-11 05:00:00,526,86,90,702
2026-02-11 06:00:00,510,86,89,685
2026-02-11 07:00:00,504,87,99,690
2026-02-11 08:00:00,517,90,95,702
2026-02-11 09:00:00,526,82,87,695
2026-02-11 10:00:00,516,81,94,691
2026-02-11 11:00:00,508,93,86,687
2026-02-11 12:00:00,523,80,95,698
2026-02-11 13:00:00,515,95,97,707
2026-02-11 14:00:00,527,93,86,706
2026-02-11 15:00:00,533,83,88,704
2026-02-11 16:00:00,508,93,85,686
2026-02-11 17:00:00,502,86,86,674
2026-02-11 18:00:00,533,86,96,715
2026-02-11 19:00:00,524,92,87,703
2026-02-11 20:00:00,501,92,89,682
2026-02-11 21:00:00,529,82,95,706
2026-02-11 22:00:00,513,83,90,686
2026-02-11 23:00:00,513,88,95,696
2026-02-12 00:00:00,522,81,98,701
2026-02-12 01:00:00,532,85,98,715
2026-02-12 02:00:00,536,83,100,719
2026-02-12 03:00:00,540,95,98,733
2026-02-12 04:00:00,535,84,91,710
2026-02-12 05:00:00,533,88,94,715
2026-02-12 06:00:00,502,83,92,677
2026-02-12 07:00:00,519,80,99,698
2026-02-12 08:00:00,512,90,94,696
2026-02-12 09:00:00,515,95,89,699
2026-02-12 10:00:00,526,81,91,698
2026-02-12 11:00:00,514,91,88,693
2026-02-12 12:00:00,503,83,96,682
2026-02-12 13:00:00,528,80,86,694
2026-02-12 14:00:00,532,91,87,710
2026-02-12 15:00:00,518,89,90,697
2026-02-12 16:00:00,501,94,93,688
2026-02-12 17:00:00,537,85,97,719
2026-02-12 18:00:00,538,93,97,728
2026-02-12 19:00:00,518,94,87,699
2026-02-12 20:00:00,533,89,89,711
2026-02-12 21:00:00,534,91,97,722
2026-02-12 22:00:00,540,87,89,716
2026-02-12 23:00:00,521,83,94,698
2026-02-13 00:00:00,501,89,91,681
2026-02-13 01:00:00,511,86,88,685
2026-02-13 02:00:00,511,87,94,692
2026-02-13 03:00:00,509,93,97,699
2026-02-13 04:00:00,536,81,98,715
2026-02-13 05:00:00,539,80,100,719
2026-02-13 06:00:00,509,92,88,689
2026-02-13 07:00:00,529,93,85,707
2026-02-13 08:00:00,528,85,91,704
2026-02-13 09:00:00,519,87,92,698
2026-02-13 10:00:00,520,91,92,703
2026-02-13 11:00:00,533,84,85,702
2026-02-13 12:00:00,518,80,96,694
2026-02-13 13:00:00,526,83,89,698
2026-02-13 14:00:00,536,93,95,724
2026-02-13 15:00:00,501,84,97,682
2026-02-13 16:00:00,537,91,89,717
2026-02-13 17:00:00,527,88,87,702
2026-02-13 18:00:00,535,92,97,724
2026-02-13 19:00:00,522,93,87,702
2026-02-13 20:00:00,513,80,100,693
2026-02-13 21:00:00,527,83,89,699
2026-02-13 22:00:00,512,90,95,697
2026-02-13 23:00:00,507,88,91,686
2026-02-14 00:00:00,517,92,89,698
2026-02-14 01:00:00,515,89,93,697
2026-02-14 02:00:00,540,81,85,706
2026-02-14 03:00:00,510,95,92,697
2026-02-14 04:00:00,500,80,98,678
2026-02-14 05:00:00,538,92,97,727
2026-02-14 06:00:00,504,81,88,673
2026-02-14 07:00:00,524,86,87,697
2026-02-14 08:00:00,505,86,95,686
2026-02-14 09:00:00,501,81,87,669
2026-02-14 10:00:00,524,81,93,698
2026-02-14 11:00:00,505,89,87,681
2026-02-14 12:00:00,520,81,99,700
2026-02-14 13:00:00,526,85,91,702
2026-02-14 14:00:00,537,94,98,729
2026-02-14 15:00:00,540,84,86,710
2026-02-14 16:00:00,523,87,93,703
2026-02-14 17:00:00,517,80,100,697
2026-02-14 18:00:00,528,94,94,716
2026-02-14 19:00:00,525,85,86,696
2026-02-14 20:00:00,528,84,97,709
2026-02-14 21:00:00,526,84,89,699
2026-02-14 22:00:00,522,80,87,689
2026-02-14 23:00:00,531,95,97,723
2026-02-15 00:00:00,503,85,87,675
2026-02-15 01:00:00,516,80,97,693
2026-02-15 02:00:00,533,88,87,708
2026-02-15 03:00:00,512,86,91,689
2026-02-15 04:00:00,529,87,87,703
2026-02-15 05:00:00,508,90,96,694
2026-02-15 06:00:00,510,86,96,692
2026-02-15 07:00:00,525,83,99,707
2026-02-15 08:00:00,534,82,99,715
2026-02-15 09:00:00,500,86,90,676
2026-02-15 10:00:00,506,82,90,678
2026-02-15 11:00:00,500,92,88,680
2026-02-15 12:00:00,514,93,92,699
2026-02-15 13:00:00,532,90,89,711
2026-02-15 14:00:00,529,95,96,720
2026-02-15 15:00:00,524,83,91,698
2026-02-15 16:00:00,513,94,87,694
2026-02-15 17:00:00,534,89,94,717
2026-02-15 18:00:00,516,81,90,687
2026-02-15 19:00:00,537,90,86,713
2026-02-15 20:00:00,509,92,94,695
2026-02-15 21:00:00,532,81,88,701
2026-02-15 22:00:00,527,88,94,709
2026-02-15 23:00:00,503,87,99,689
2026-02-16 00:00:00,513,88,88,689
2026-02-16 01:00:00,525,95,88,708
2026-02-16 02:00:00,509,94,100,703
2026-02-16 03:00:00,532,85,90,707
2026-02-16 04:00:00,504,80,90,674
2026-02-16 05:00:00,540,82,100,722
2026-02-16 06:00:00,537,85,88,710
2026-02-16 07:00:00,540,86,93,719
2026-02-16 08:00:00,533,93,90,716
2026-02-16 09:00:00,536,90,100,726
2026-02-16 10:00:00,538,94,92,724
2026-02-16 11:00:00,527,87,92,706
2026-02-16 12:00:00,507,85,95,687
2026-02-16 13:00:00,526,80,95,701
2026-02-16 14:00:00,514,94,85,693
2026-02-16 15:00:00,531,93,97,721
2026-02-16 16:00:00,507,94,100,701
2026-02-16 17:00:00,503,92,100,695
2026-02-16 18:00:00,515,92,89,696
2026-02-16 19:00:00,500,91,85,676
2026-02-16 20:00:00,524,84,87,695
2026-02-16 21:00:00,510,85,92,687
2026-02-16 22:00:00,540,91,95,726
2026-02-16 23:00:00,510,82,97,689
2026-02-17 00:00:00,523,80,95,698
2026-02-17 01:00:00,534,94,88,716
2026-02-17 02:00:00,516,92,89,697
2026-02-17 03:00:00,504,85,87,676
2026-02-17 04:00:00,536,84,95,715
2026-02-17 05:00:00,536,92,99,727
2026-02-17 06:00:00,538,81,93,712
2026-02-17 07:00:00,515,93,94,702
2026-02-17 08:00:00,534,80,90,704
2026-02-17 09:00:00,508,81,95,684
2026-02-17 10:00:00,502,87,98,687
2026-02-17 11:00:00,538,88,94,720
2026-02-17 12:00:00,508,89,95,692
2026-02-17 13:00:00,539,82,87,708
2026-02-17 14:00:00,518,91,99,708
2026-02-17 15:00:00,540,94,86,720
2026-02-17 16:00:00,528,82,96,706
2026-02-17 17:00:00,511,87,97,695
2026-02-17 18:00:00,528,92,100,720
2026-02-17 19:00:00,512,85,85,682
2026-02-17 20:00:00,539,94,93,726
2026-02-17 21:00:00,524,82,87,693
2026-02-17 22:00:00,540,94,100,734
2026-02-17 23:00:00,539,95,97,731
2026-02-18 00:00:00,534,84,98,716
2026-02-18 01:00:00,532,95,89,716
2026-02-18 02:00:00,508,90,91,689
2026-02-18 03:00:00,531,81,95,707
2026-02-18 04:00:00,533,80,97,710
2026-02-18 05:00:00,511,87,96,694
2026-02-18 06:00:00,503,88,85,676
2026-02-18 07:00:00,523,92,97,712
2026-02-18 08:00:00,539,90,99,728
2026-02-18 09:00:00,536,81,85,702
2026-02-18 10:00:00,507,85,93,685
2026-02-18 11:00:00,534,85,95,714
2026-02-18 12:00:00,523,88,93,704
2026-02-18 13:00:00,511,92,99,702
2026-02-18 14:00:00,537,92,91,720
2026-02-18 15:00:00,508,91,94,693
2026-02-18 16:00:00,511,87,89,687
2026-02-18 17:00:00,534,88,97,719
2026-02-18 18:00:00,514,86,88,688
2026-02-18 19:00:00,521,92,90,703
2026-02-18 20:00:00,516,82,95,693
2026-02-18 21:00:00,511,90,100,701
2026-02-18 22:00:00,511,90,97,698
2026-02-18 23:00:00,510,85,97,692
2026-02-19 00:00:00,537,87,92,716
2026-02-19 01:00:00,521,91,88,700
2026-02-19 02:00:00,514,83,97,694
2026-02-19 03:00:00,523,91,85,699
2026-02-19 04:00:00,531,88,97,716
2026-02-19 05:00:00,535,90,85,710
2026-02-19 06:00:00,539,90,100,729
2026-02-19 07:00:00,518,88,92,698
2026-02-19 08:00:00,500,86,94,680
2026-02-19 09:00:00,540,83,87,710
2026-02-19 10:00:00,507,95,100,702
2026-02-19 11:00:00,510,81,91,682
2026-02-19 12:00:00,533,90,92,715
2026-02-19 13:00:00,517,81,87,685
2026-02-19 14:00:00,523,86,97,706
2026-02-19 15:00:00,519,82,95,696
2026-02-19 16:00:00,518,94,88,700
2026-02-19 17:00:00,520,90,91,701
2026-02-19 18:00:00,506,86,90,682
2026-02-19 19:00:00,523,86,98,707
2026-02-19 20:00:00,530,83,92,705
2026-02-19 21:00:00,527,94,95,716
2026-02-19 22:00:00,502,80,93,675
2026-02-19 23:00:00,509,83,94,686
2026-02-20 00:00:00,505,81,96,682
2026-02-20 01:00:00,511,94,97,702
2026-02-20 02:00:00,539,83,100,722
2026-02-20 03:00:00,535,81,89,705
2026-02-20 04:00:00,530,80,93,703
2026-02-20 05:00:00,523,84,92,699
2026-02-20 06:00:00,532,91,97,720
2026-02-20 07:00:00,510,84,95,689
2026-02-20 08:00:00,535,93,98,726
2026-02-20 09:00:00,503,90,98,691
2026-02-20 10:00:00,528,94,93,715
2026-02-20 11:00:00,519,85,89,693
2026-02-20 12:00:00,531,90,95,716
2026-02-20 13:00:00,517,90,98,705
2026-02-20 14:00:00,523,90,94,707
2026-02-20 15:00:00,511,84,94,689
2026-02-20 16:00:00,539,83,87,709
2026-02-20 17:00:00,527,90,85,702
2026-02-20 18:00:00,508,80,86,674
2026-02-20 19:00:00,502,84,94,680
2026-02-20 20:00:00,523,87,92,702
2026-02-20 21:00:00,504,87,89,680
2026-02-20 22:00:00,507,90,95,692
2026-02-20 23:00:00,504,86,85,675
2026-02-21 00:00:00,520,90,100,710
2026-02-21 01:00:00,502,86,98,686
2026-02-21 02:00:00,535,85,88,708
2026-02-21 03:00:00,518,89,94,701
2026-02-21 04:00:00,533,92,97,722
2026-02-21 05:00:00,537,95,89,721
2026-02-21 06:00:00,531,87,98,716
2026-02-21 07:00:00,528,94,94,716
2026-02-21 08:00:00,526,84,85,695
2026-02-21 09:00:00,508,91,90,689
2026-02-21 10:00:00,523,89,91,703
2026-02-21 11:00:00,504,86,90,680
2026-02-21 12:00:00,534,83,89,706
2026-02-21 13:00:00,512,82,89,683
2026-02-21 14:00:00,512,84,85,681
2026-02-21 15:00:00,540,89,87,716
2026-02-21 16:00:00,503,92,85,680
2026-02-21 17:00:00,505,87,98,690
2026-02-21 18:00:00,516,95,90,701
2026-02-21 19:00:00,513,94,96,703
2026-02-21 20:00:00,501,85,100,686
2026-02-21 21:00:00,525,82,99,706
2026-02-21 22:00:00,511,85,96,692
2026-02-21 23:00:00,530,94,95,719
2026-02-22 00:00:00,516,91,93,700
2026-02-22 01:00:00,530,84,97,711
2026-02-22 02:00:00,509,81,95,685
2026-02-22 03:00:00,509,82,99,690
2026-02-22 04:00:00,524,87,88,699
2026-02-22 05:00:00,525,81,90,696
2026-02-22 06:00:00,528,83,100,711
2026-02-22 07:00:00,511,82,99,692
2026-02-22 08:00:00,513,86,99,698
2026-02-22 09:00:00,513,85,85,683
2026-02-22 10:00:00,520,85,90,695
2026-02-22 11:00:00,509,86,98,693
2026-02-22 12:00:00,510,83,98,691
2026-02-22 13:00:00,520,82,94,696
2026-02-22 14:00:00,515,84,92,691
2026-02-22 15:00:00,510,90,96,696
2026-02-22 16:00:00,515,86,95,696
2026-02-22 17:00:00,535,89,93,717
2026-02-22 18:00:00,526,83,100,709
2026-02-22 19:00:00,529,95,92,716
2026-02-22 20:00:00,510,92,94,696
2026-02-22 21:00:00,515,80,95,690
2026-02-22 22:00:00,516,88,100,704
2026-02-22 23:00:00,539,83,90,712
2026-02-23 00:00:00,528,94,85,707
2026-02-23 01:00:00,511,85,99,695
2026-02-23 02:00:00,504,85,86,675
2026-02-23 03:00:00,521,87,99,707
2026-02-23 04:00:00,533,95,88,716
2026-02-23 05:00:00,513,95,95,703
2026-02-23 06:00:00,508,87,89,684
2026-02-23 07:00:00,509,80,88,677
2026-02-23 08:00:00,508,91,97,696
2026-02-23 09:00:00,503,86,90,679
2026-02-23 10:00:00,502,81,93,676
2026-02-23 11:00:00,535,95,99,729
2026-02-23 12:00:00,533,94,96,723
2026-02-23 13:00:00,513,91,96,700
2026-02-23 14:00:00,511,87,97,695
2026-02-23 15:00:00,503,81,91,675
2026-02-23 16:00:00,501,88,94,683
2026-02-23 17:00:00,515,92,87,694
2026-02-23 18:00:00,536,90,88,714
2026-02-23 19:00:00,529,82,96,707
2026-02-23 20:00:00,510,86,87,683
2026-02-23 21:00:00,501,84,90,675
2026-02-23 22:00:00,537,91,85,713
2026-02-23 23:00:00,505,89,91,685
2026-02-24 00:00:00,530,88,91,709
2026-02-24 01:00:00,503,86,85,674
2026-02-24 02:00:00,536,93,100,729
2026-02-24 03:00:00,505,86,100,691
2026-02-24 04:00:00,505,83,89,677
2026-02-24 05:00:00,525,81,89,695
2026-02-24 06:00:00,509,83,91,683
2026-02-24 07:00:00,510,83,99,692
2026-02-24 08:00:00,526,94,89,709
2026-02-24 09:00:00,503,83,87,673
2026-02-24 10:00:00,507,83,97,687
2026-02-24 11:00:00,525,83,89,697
2026-02-24 12:00:00,511,81,88,680
2026-02-24 13:00:00,539,81,99,719
2026-02-24 14:00:00,508,90,99,697
2026-02-24 15:00:00,515,86,91,692
2026-02-24 16:00:00,502,89,91,682
2026-02-24 17:00:00,527,92,95,714
2026-02-24 18:00:00,513,80,90,683
2026-02-24 19:00:00,529,89,88,706
2026-02-24 20:00:00,509,89,90,688
2026-02-24 21:00:00,506,82,94,682
2026-02-24 22:00:00,501,92,89,682
2026-02-24 23:00:00,521,80,95,696
2026-02-25 00:00:00,508,84,94,686
2026-02-25 01:00:00,524,84,85,693
2026-02-25 02:00:00,537,86,96,719
2026-02-25 03:00:00,522,92,87,701
2026-02-25 04:00:00,500,86,96,682
2026-02-25 05:00:00,508,95,85,688
2026-02-25 06:00:00,506,87,99,692
2026-02-25 07:00:00,507,84,93,684
2026-02-25 08:00:00,512,93,96,701
