Timestamp,Power_kWh,Voltage,Current
2026-01-30 01:00:00,3544,425,209
2026-01-30 02:00:00,3374,420,215
2026-01-30 03:00:00,3271,412,190
2026-01-30 04:00:00,3397,415,206
2026-01-30 05:00:00,3333,416,218
2026-01-30 06:00:00,3389,422,210
2026-01-30 07:00:00,3528,426,197
2026-01-30 08:00:00,3347,422,180
2026-01-30 09:00:00,3428,427,219
2026-01-30 10:00:00,3597,410,210
2026-01-30 11:00:00,3375,412,216
2026-01-30 12:00:00,3556,428,186
2026-01-30 13:00:00,3510,426,184
2026-01-30 14:00:00,3433,425,203
2026-01-30 15:00:00,3389,412,189
2026-01-30 16:00:00,3493,418,199
2026-01-30 17:00:00,3249,419,218
2026-01-30 18:00:00,3599,415,201
2026-01-30 19:00:00,3305,413,207
2026-01-30 20:00:00,3341,429,214
2026-01-30 21:00:00,3291,426,195
2026-01-30 22:00:00,3464,430,201
2026-01-30 23:00:00,3539,428,210
2026-01-31 00:00:00,3339,424,208
2026-01-31 01:00:00,3422,421,204
2026-01-31 02:00:00,3599,420,217
2026-01-31 03:00:00,3218,425,181
2026-01-31 04:00:00,3385,420,199
2026-01-31 05:00:00,3571,429,196
2026-01-31 06:00:00,3532,416,220
2026-01-31 07:00:00,3356,417,207
2026-01-31 08:00:00,3474,425,211
2026-01-31 09:00:00,3252,420,206
2026-01-31 10:00:00,3488,415,189
2026-01-31 11:00:00,3571,410,217
2026-01-31 12:00:00,3336,429,183
2026-01-31 13:00:00,3449,422,195
2026-01-31 14:00:00,3352,413,202
2026-01-31 15:00:00,3307,421,217
2026-01-31 16:00:00,3437,424,187
2026-01-31 17:00:00,3226,411,187
2026-01-31 18:00:00,3263,420,196
2026-01-31 19:00:00,3436,424,194
2026-01-31 20:00:00,3592,419,219
2026-01-31 21:00:00,3334,417,184
2026-01-31 22:00:00,3537,418,214
2026-01-31 23:00:00,3447,414,191
2026-02-01 00:00:00,3380,421,209
2026-02-01 01:00:00,3456,420,205
2026-02-01 02:00:00,3330,413,194
2026-02-01 03:00:00,3375,418,220
2026-02-01 04:00:00,3449,419,186
2026-02-01 05:00:00,3401,427,201
2026-02-01 06:00:00,3532,421,209
2026-02-01 07:00:00,3309,429,200
2026-02-01 08:00:00,3277,417,189
2026-02-01 09:00:00,3474,421,203
2026-02-01 10:00:00,3378,427,181
2026-02-01 11:00:00,3596,428,202
2026-02-01 12:00:00,3448,429,199
2026-02-01 13:00:00,3449,421,212
2026-02-01 14:00:00,3250,430,206
2026-02-01 15:00:00,3406,411,189
2026-02-01 16:00:00,3471,418,220
2026-02-01 17:00:00,3527,413,192
2026-02-01 18:00:00,3410,415,195
2026-02-01 19:00:00,3309,430,220
2026-02-01 20:00:00,3354,424,180
2026-02-01 21:00:00,3353,410,209
2026-02-01 22:00:00,3252,418,205
2026-02-01 23:00:00,3503,424,220
2026-02-02 00:00:00,3566,413,196
2026-02-02 01:00:00,3573,425,217
2026-02-02 02:00:00,3450,417,198
2026-02-02 03:00:00,3263,427,202
2026-02-02 04:00:00,3565,420,216
2026-02-02 05:00:00,3374,411,213
2026-02-02 06:00:00,3564,416,211
2026-02-02 07:00:00,3345,421,205
2026-02-02 08:00:00,3218,413,209
2026-02-02 09:00:00,3213,416,218
2026-02-02 10:00:00,3398,413,181
2026-02-02 11:00:00,3239,424,202
2026-02-02 12:00:00,3515,410,182
2026-02-02 13:00:00,3588,413,208
2026-02-02 14:00:00,3583,411,204
2026-02-02 15:00:00,3435,428,197
2026-02-02 16:00:00,3494,411,211
2026-02-02 17:00:00,3478,423,218
2026-02-02 18:00:00,3291,426,200
2026-02-02 19:00:00,3360,413,205
2026-02-02 20:00:00,3560,414,187
2026-02-02 21:00:00,3583,421,217
2026-02-02 22:00:00,3599,417,215
2026-02-02 23:00:00,3594,428,207
2026-02-03 00:00:00,3427,422,195
2026-02-03 01:00:00,3380,416,207
2026-02-03 02:00:00,3449,417,203
2026-02-03 03:00:00,3544,421,213
2026-02-03 04:00:00,3504,423,182
2026-02-03 05:00:00,3450,411,209
2026-02-03 06:00:00,3265,414,214
2026-02-03 07:00:00,3475,416,197
2026-02-03 08:00:00,3598,412,193
2026-02-03 09:00:00,3318,421,186
2026-02-03 10:00:00,3585,416,219
2026-02-03 11:00:00,3203,412,197
2026-02-03 12:00:00,3297,411,218
2026-02-03 13:00:00,3439,419,190
2026-02-03 14:00:00,3452,430,199
2026-02-03 15:00:00,3514,417,207
2026-02-03 16:00:00,3407,417,200
2026-02-03 17:00:00,3445,428,206
2026-02-03 18:00:00,3426,412,197
2026-02-03 19:00:00,3466,410,192
2026-02-03 20:00:00,3560,410,183
2026-02-03 21:00:00,3433,417,203
2026-02-03 22:00:00,3596,430,207
2026-02-03 23:00:00,3386,427,189
2026-02-04 00:00:00,3399,410,212
2026-02-04 01:00:00,3289,420,191
2026-02-04 02:00:00,3542,423,195
2026-02-04 03:00:00,3573,425,217
2026-02-04 04:00:00,3335,412,189
2026-02-04 05:00:00,3459,426,204
2026-02-04 06:00:00,3419,428,186
2026-02-04 07:00:00,3245,414,188
2026-02-04 08:00:00,3300,415,184
2026-02-04 09:00:00,3335,430,190
2026-02-04 10:00:00,3365,415,204
2026-02-04 11:00:00,3242,413,217
2026-02-04 12:00:00,3450,430,214
2026-02-04 13:00:00,3490,414,201
2026-02-04 14:00:00,3516,419,205
2026-02-04 15:00:00,3588,420,208
2026-02-04 16:00:00,3335,430,220
2026-02-04 17:00:00,3339,422,203
2026-02-04 18:00:00,3558,416,191
2026-02-04 19:00:00,3391,420,197
2026-02-04 20:00:00,3346,412,187
2026-02-04 21:00:00,3466,413,214
2026-02-04 22:00:00,3540,420,185
2026-02-04 23:00:00,3309,422,208
2026-02-05 00:00:00,3296,426,181
2026-02-05 01:00:00,3551,420,189
2026-02-05 02:00:00,3229,416,215
2026-02-05 03:00:00,3531,430,214
2026-02-05 04:00:00,3251,428,193
2026-02-05 05:00:00,3427,423,212
2026-02-05 06:00:00,3354,413,214
2026-02-05 07:00:00,3598,418,211
2026-02-05 08:00:00,3241,418,204
2026-02-05 09:00:00,3543,414,190
2026-02-05 10:00:00,3214,412,196
2026-02-05 11:00:00,3538,426,195
2026-02-05 12:00:00,3301,417,200
2026-02-05 13:00:00,3336,411,186
2026-02-05 14:00:00,3256,415,208
2026-02-05 15:00:00,3286,427,193
2026-02-05 16:00:00,3399,410,192
2026-02-05 17:00:00,3200,426,210
2026-02-05 18:00:00,3598,422,198
2026-02-05 19:00:00,3439,425,182
2026-02-05 20:00:00,3574,428,180
2026-02-05 21:00:00,3415,425,207
2026-02-05 22:00:00,3255,427,195
2026-02-05 23:00:00,3597,424,204
2026-02-06 00:00:00,3273,429,203
2026-02-06 01:00:00,3201,425,206
2026-02-06 02:00:00,3534,425,184
2026-02-06 03:00:00,3525,423,191
2026-02-06 04:00:00,3248,425,189
2026-02-06 05:00:00,3221,419,214
2026-02-06 06:00:00,3468,426,205
2026-02-06 07:00:00,3487,411,199
2026-02-06 08:00:00,3252,426,204
2026-02-06 09:00:00,3494,417,182
2026-02-06 10:00:00,3315,415,204
2026-02-06 11:00:00,3352,430,201
2026-02-06 12:00:00,3405,418,219
2026-02-06 13:00:00,3419,424,199
2026-02-06 14:00:00,3255,428,219
2026-02-06 15:00:00,3242,422,182
2026-02-06 16:00:00,3365,417,218
2026-02-06 17:00:00,3549,410,204
2026-02-06 18:00:00,3328,428,182
2026-02-06 19:00:00,3489,425,180
2026-02-06 20:00:00,3317,419,188
2026-02-06 21:00:00,3372,413,218
2026-02-06 22:00:00,3430,411,187
2026-02-06 23:00:00,3482,412,203
2026-02-07 00:00:00,3486,428,186
2026-02-07 01:00:00,3296,422,214
2026-02-07 02:00:00,3272,428,205
2026-02-07 03:00:00,3437,410,209
2026-02-07 04:00:00,3341,415,187
2026-02-07 05:00:00,3370,417,184
2026-02-07 06:00:00,3506,417,220
2026-02-07 07:00:00,3403,414,201
2026-02-07 08:00:00,3287,422,180
2026-02-07 09:00:00,3271,415,187
2026-02-07 10:00:00,3416,428,181
2026-02-07 11:00:00,3481,426,209
2026-02-07 12:00:00,3387,418,212
2026-02-07 13:00:00,3205,414,218
2026-02-07 14:00:00,3318,416,203
2026-02-07 15:00:00,3479,417,212
2026-02-07 16:00:00,3352,416,219
2026-02-07 17:00:00,3527,412,180
2026-02-07 18:00:00,3409,421,208
2026-02-07 19:00:00,3322,420,185
2026-02-07 20:00:00,3445,419,201
2026-02-07 21:00:00,3329,422,216
2026-02-07 22:00:00,3311,421,187
2026-02-07 23:00:00,3213,415,185
2026-02-08 00:00:00,3355,411,185
2026-02-08 01:00:00,3277,427,195
2026-02-08 02:00:00,3296,412,216
2026-02-08 03:00:00,3369,421,212
2026-02-08 04:00:00,3525,428,210
2026-02-08 05:00:00,3489,428,180
2026-02-08 06:00:00,3312,420,218
2026-02-08 07:00:00,3432,413,211
2026-02-08 08:00:00,3452,412,211
2026-02-08 09:00:00,3558,410,192
2026-02-08 10:00:00,3216,421,206
2026-02-08 11:00:00,3456,424,183
2026-02-08 12:00:00,3493,419,184
2026-02-08 13:00:00,3266,418,204
2026-02-08 14:00:00,3202,420,185
2026-02-08 15:00:00,3400,418,214
2026-02-08 16:00:00,3318,430,220
2026-02-08 17:00:00,3484,428,200
2026-02-08 18:00:00,3306,417,208
2026-02-08 19:00:00,3397,427,196
2026-02-08 20:00:00,3259,427,209
2026-02-08 21:00:00,3591,422,209
2026-02-08 22:00:00,3437,423,183
2026-02-08 23:00:00,3204,422,197
2026-02-09 00:00:00,3314,419,200
2026-02-09 01:00:00,3535,428,209
2026-02-09 02:00:00,3546,430,194
2026-02-09 03:00:00,3240,430,210
2026-02-09 04:00:00,3589,417,182
2026-02-09 05:00:00,3316,417,191
2026-02-09 06:00:00,3335,428,206
2026-02-09 07:00:00,3583,424,201
2026-02-09 08:00:00,3586,425,196
2026-02-09 09:00:00,3374,413,180
2026-02-09 10:00:00,3354,427,197
2026-02-09 11:00:00,3473,411,217
2026-02-09 12:00:00,3355,424,193
2026-02-09 13:00:00,3259,427,185
2026-02-09 14:00:00,3376,422,181
2026-02-09 15:00:00,3374,419,190
2026-02-09 16:00:00,3447,411,209
2026-02-09 17:00:00,3504,428,203
2026-02-09 18:00:00,3496,419,210
2026-02-09 19:00:00,3411,413,186
2026-02-09 20:00:00,3255,411,210
2026-02-09 21:00:00,3494,425,205
2026-02-09 22:00:00,3357,424,203
2026-02-09 23:00:00,3348,421,206
2026-02-10 00:00:00,3374,424,189
2026-02-10 01:00:00,3462,428,209
2026-02-10 02:00:00,3277,415,204
2026-02-10 03:00:00,3549,428,193
2026-02-10 04:00:00,3351,426,201
2026-02-10 05:00:00,3337,410,193
2026-02-10 06:00:00,3496,410,218
2026-02-10 07:00:00,3459,418,204
2026-02-10 08:00:00,3470,421,206
2026-02-10 09:00:00,3205,423,204
2026-02-10 10:00:00,3570,428,218
2026-02-10 11:00:00,3293,430,206
2026-02-10 12:00:00,3234,416,213
2026-02-10 13:00:00,3267,423,215
2026-02-10 14:00:00,3443,411,219
2026-02-10 15:00:00,3592,424,208
2026-02-10 16:00:00,3433,424,218
2026-02-10 17:00:00,3391,424,182
2026-02-10 18:00:00,3587,430,193
2026-02-10 19:00:00,3491,428,206
2026-02-10 20:00:00,3273,422,194
2026-02-10 21:00:00,3454,424,217
2026-02-10 22:00:00,3294,424,184
2026-02-10 23:00:00,3543,412,183
2026-02-11 00:00:00,3424,417,202
2026-02-11 01:00:00,3263,414,215
2026-02-11 02:00:00,3505,423,191
2026-02-11 03:00:00,3295,411,206
2026-02-11 04:00:00,3476,430,190
2026-02-11 05:00:00,3347,416,190
2026-02-11 06:00:00,3318,416,195
2026-02-11 07:00:00,3226,414,193
2026-02-11 08:00:00,3515,428,194
2026-02-11 09:00:00,3329,418,204
2026-02-11 10:00:00,3211,422,181
2026-02-11 11:00:00,3393,428,196
2026-02-11 12:00:00,3562,417,180
2026-02-11 13:00:00,3404,429,202
2026-02-11 14:00:00,3535,414,192
2026-02-11 15:00:00,3374,424,214
2026-02-11 16:00:00,3400,420,188
2026-02-11 17:00:00,3506,419,185
2026-02-11 18:00:00,3269,426,201
2026-02-11 19:00:00,3324,425,183
2026-02-11 20:00:00,3216,422,196
2026-02-11 21:00:00,3329,426,215
2026-02-11 22:00:00,3372,419,214
2026-02-11 23:00:00,3445,420,195
2026-02-12 00:00:00,3254,413,217
2026-02-12 01:00:00,3523,426,180
2026-02-12 02:00:00,3331,415,203
2026-02-12 03:00:00,3379,419,189
2026-02-12 04:00:00,3471,410,200
2026-02-12 05:00:00,3326,424,206
2026-02-12 06:00:00,3589,419,188
2026-02-12 07:00:00,3386,420,181
2026-02-12 08:00:00,3445,427,207
2026-02-12 09:00:00,3481,426,220
2026-02-12 10:00:00,3428,427,205
2026-02-12 11:00:00,3214,415,182
2026-02-12 12:00:00,3317,428,188
2026-02-12 13:00:00,3286,413,195
2026-02-12 14:00:00,3238,425,182
2026-02-12 15:00:00,3247,429,200
2026-02-12 16:00:00,3486,422,206
2026-02-12 17:00:00,3306,428,216
2026-02-12 18:00:00,3538,414,214
2026-02-12 19:00:00,3441,428,213
2026-02-12 20:00:00,3597,425,190
2026-02-12 21:00:00,3465,425,192
2026-02-12 22:00:00,3558,412,196
2026-02-12 23:00:00,3280,419,216
2026-02-13 00:00:00,3385,423,191
2026-02-13 01:00:00,3495,413,210
2026-02-13 02:00:00,3541,428,205
2026-02-13 03:00:00,3358,419,187
2026-02-13 04:00:00,3418,410,195
2026-02-13 05:00:00,3299,415,214
2026-02-13 06:00:00,3485,426,180
2026-02-13 07:00:00,3441,410,181
2026-02-13 08:00:00,3365,412,182
2026-02-13 09:00:00,3291,426,211
2026-02-13 10:00:00,3359,420,185
2026-02-13 11:00:00,3276,410,189
2026-02-13 12:00:00,3548,415,180
2026-02-13 13:00:00,3242,425,203
2026-02-13 14:00:00,3352,421,197
2026-02-13 15:00:00,3234,422,197
2026-02-13 16:00:00,3471,425,219
2026-02-13 17:00:00,3270,412,183
2026-02-13 18:00:00,3337,422,206
2026-02-13 19:00:00,3267,424,200
2026-02-13 20:00:00,3532,410,186
2026-02-13 21:00:00,3382,415,205
2026-02-13 22:00:00,3548,428,208
2026-02-13 23:00:00,3329,418,190
2026-02-14 00:00:00,3226,417,205
2026-02-14 01:00:00,3228,425,214
2026-02-14 02:00:00,3592,420,198
2026-02-14 03:00:00,3576,427,192
2026-02-14 04:00:00,3303,410,216
2026-02-14 05:00:00,3390,426,211
2026-02-14 06:00:00,3272,417,215
2026-02-14 07:00:00,3310,422,214
2026-02-14 08:00:00,3562,430,180
2026-02-14 09:00:00,3418,411,185
2026-02-14 10:00:00,3332,420,208
2026-02-14 11:00:00,3504,414,194
2026-02-14 12:00:00,3268,422,211
2026-02-14 13:00:00,3238,418,214
2026-02-14 14:00:00,3375,426,186
2026-02-14 15:00:00,3517,430,209
2026-02-14 16:00:00,3203,413,203
2026-02-14 17:00:00,3222,413,216
2026-02-14 18:00:00,3421,425,218
2026-02-14 19:00:00,3447,414,181
2026-02-14 20:00:00,3516,414,202
2026-02-14 21:00:00,3237,428,188
2026-02-14 22:00:00,3223,413,215
2026-02-14 23:00:00,3279,427,202
2026-02-15 00:00:00,3264,417,194
2026-02-15 01:00:00,3560,414,216
2026-02-15 02:00:00,3430,410,197
2026-02-15 03:00:00,3494,430,192
2026-02-15 04:00:00,3586,425,217
2026-02-15 05:00:00,3374,426,190
2026-02-15 06:00:00,3503,413,201
2026-02-15 07:00:00,3474,430,203
2026-02-15 08:00:00,3365,413,184
2026-02-15 09:00:00,3419,416,218
2026-02-15 10:00:00,3530,424,185
2026-02-15 11:00:00,3344,429,190
2026-02-15 12:00:00,3209,424,201
2026-02-15 13:00:00,3435,419,187
2026-02-15 14:00:00,3358,415,199
2026-02-15 15:00:00,3487,424,195
2026-02-15 16:00:00,3498,423,190
2026-02-15 17:00:00,3397,414,202
2026-02-15 18:00:00,3507,412,213
2026-02-15 19:00:00,3479,417,184
2026-02-15 20:00:00,3291,419,216
2026-02-15 21:00:00,3440,424,195
2026-02-15 22:00:00,3588,430,207
2026-02-15 23:00:00,3562,424,210
2026-02-16 00:00:00,3287,418,199
2026-02-16 01:00:00,3297,430,199
2026-02-16 02:00:00,3301,430,201
2026-02-16 03:00:00,3355,429,209
2026-02-16 04:00:00,3465,425,190
2026-02-16 05:00:00,3509,422,203
2026-02-16 06:00:00,3443,413,201
2026-02-16 07:00:00,3407,419,194
2026-02-16 08:00:00,3465,430,182
2026-02-16 09:00:00,3280,429,216
2026-02-16 10:00:00,3224,417,197
2026-02-16 11:00:00,3473,430,181
2026-02-16 12:00:00,3528,419,188
2026-02-16 13:00:00,3350,425,217
2026-02-16 14:00:00,3414,411,220
2026-02-16 15:00:00,3215,411,216
2026-02-16 16:00:00,3346,410,218
2026-02-16 17:00:00,3233,423,202
2026-02-16 18:00:00,3447,417,210
2026-02-16 19:00:00,3412,414,198
2026-02-16 20:00:00,3285,422,204
2026-02-16 21:00:00,3555,414,188
2026-02-16 22:00:00,3387,418,218
2026-02-16 23:00:00,3278,411,194
2026-02-17 00:00:00,3411,429,194
2026-02-17 01:00:00,3227,429,185
2026-02-17 02:00:00,3567,418,220
2026-02-17 03:00:00,3230,413,201
2026-02-17 04:00:00,3275,424,195
2026-02-17 05:00:00,3255,413,209
2026-02-17 06:00:00,3294,415,205
2026-02-17 07:00:00,3359,412,196
2026-02-17 08:00:00,3451,420,206
2026-02-17 09:00:00,3492,410,180
2026-02-17 10:00:00,3524,412,213
2026-02-17 11:00:00,3336,414,219
2026-02-17 12:00:00,3314,416,201
2026-02-17 13:00:00,3512,426,197
2026-02-17 14:00:00,3429,419,190
2026-02-17 15:00:00,3280,428,214
2026-02-17 16:00:00,3526,417,200
2026-02-17 17:00:00,3515,423,206
2026-02-17 18:00:00,3555,425,210
2026-02-17 19:00:00,3242,421,195
2026-02-17 20:00:00,3504,410,190
2026-02-17 21:00:00,3285,423,190
2026-02-17 22:00:00,3579,419,209
2026-02-17 23:00:00,3573,417,205
2026-02-18 00:00:00,3366,410,182
2026-02-18 01:00:00,3568,416,189
2026-02-18 02:00:00,3509,428,181
2026-02-18 03:00:00,3494,411,220
2026-02-18 04:00:00,3228,423,199
2026-02-18 05:00:00,3432,423,184
2026-02-18 06:00:00,3530,419,199
2026-02-18 07:00:00,3274,424,212
2026-02-18 08:00:00,3450,417,200
2026-02-18 09:00:00,3362,418,183
2026-02-18 10:00:00,3565,419,191
2026-02-18 11:00:00,3528,417,187
2026-02-18 12:00:00,3405,429,211
2026-02-18 13:00:00,3506,414,183
2026-02-18 14:00:00,3576,423,208
2026-02-18 15:00:00,3386,418,216
2026-02-18 16:00:00,3315,429,192
2026-02-18 17:00:00,3356,417,216
2026-02-18 18:00:00,3404,428,181
2026-02-18 19:00:00,3341,420,193
2026-02-18 20:00:00,3578,428,191
2026-02-18 21:00:00,3552,421,191
2026-02-18 22:00:00,3462,425,215
2026-02-18 23:00:00,3555,417,201
2026-02-19 00:00:00,3433,416,195
2026-02-19 01:00:00,3461,413,194
2026-02-19 02:00:00,3326,410,210
2026-02-19 03:00:00,3319,418,201
2026-02-19 04:00:00,3327,430,193
2026-02-19 05:00:00,3225,415,194
2026-02-19 06:00:00,3416,419,186
2026-02-19 07:00:00,3291,414,198
2026-02-19 08:00:00,3588,425,196
2026-02-19 09:00:00,3211,430,216
2026-02-19 10:00:00,3475,421,192
2026-02-19 11:00:00,3565,424,190
2026-02-19 12:00:00,3228,417,194
2026-02-19 13:00:00,3377,411,200
2026-02-19 14:00:00,3237,422,183
2026-02-19 15:00:00,3264,417,188
2026-02-19 16:00:00,3367,413,181
2026-02-19 17:00:00,3449,412,203
2026-02-19 18:00:00,3382,420,214
2026-02-19 19:00:00,3455,411,217
2026-02-19 20:00:00,3336,430,183
2026-02-19 21:00:00,3339,414,189
2026-02-19 22:00:00,3531,419,201
2026-02-19 23:00:00,3401,419,184
2026-02-20 00:00:00,3240,428,219
2026-02-20 01:00:00,3280,421,203
2026-02-20 02:00:00,3244,414,200
2026-02-20 03:00:00,3319,426,182
2026-02-20 04:00:00,3448,426,184
2026-02-20 05:00:00,3500,412,195
2026-02-20 06:00:00,3575,421,181
2026-02-20 07:00:00,3378,417,199
2026-02-20 08:00:00,3512,418,184
2026-02-20 09:00:00,3515,425,187
2026-02-20 10:00:00,3370,425,200
2026-02-20 11:00:00,3383,425,187
2026-02-20 12:00:00,3400,423,194
2026-02-20 13:00:00,3288,426,220
2026-02-20 14:00:00,3532,414,197
2026-02-20 15:00:00,3409,417,181
2026-02-20 16:00:00,3420,413,206
2026-02-20 17:00:00,3268,412,214
2026-02-20 18:00:00,3536,421,207
2026-02-20 19:00:00,3321,420,188
2026-02-20 20:00:00,3204,410,209
2026-02-20 21:00:00,3423,412,200
2026-02-20 22:00:00,3221,419,189
2026-02-20 23:00:00,3228,420,218
2026-02-21 00:00:00,3487,422,212
2026-02-21 01:00:00,3383,430,206
2026-02-21 02:00:00,3504,424,209
2026-02-21 03:00:00,3239,419,192
2026-02-21 04:00:00,3551,416,207
2026-02-21 05:00:00,3212,426,182
2026-02-21 06:00:00,3581,428,182
2026-02-21 07:00:00,3255,411,185
2026-02-21 08:00:00,3345,423,186
2026-02-21 09:00:00,3225,416,218
2026-02-21 10:00:00,3276,425,212
2026-02-21 11:00:00,3468,426,215
2026-02-21 12:00:00,3250,427,218
2026-02-21 13:00:00,3306,411,197
2026-02-21 14:00:00,3400,413,204
2026-02-21 15:00:00,3324,427,213
2026-02-21 16:00:00,3258,423,212
2026-02-21 17:00:00,3442,427,202
2026-02-21 18:00:00,3245,426,202
2026-02-21 19:00:00,3415,429,182
2026-02-21 20:00:00,3379,430,182
2026-02-21 21:00:00,3538,428,204
2026-02-21 22:00:00,3371,422,215
2026-02-21 23:00:00,3474,415,204
2026-02-22 00:00:00,3445,415,213
2026-02-22 01:00:00,3217,410,210
2026-02-22 02:00:00,3279,425,190
2026-02-22 03:00:00,3200,430,215
2026-02-22 04:00:00,3257,419,208
2026-02-22 05:00:00,3279,430,192
2026-02-22 06:00:00,3434,416,202
2026-02-22 07:00:00,3415,419,181
2026-02-22 08:00:00,3438,426,194
2026-02-22 09:00:00,3572,410,214
2026-02-22 10:00:00,3313,411,205
2026-02-22 11:00:00,3509,424,213
2026-02-22 12:00:00,3589,429,217
2026-02-22 13:00:00,3521,428,203
2026-02-22 14:00:00,3252,430,196
2026-02-22 15:00:00,3377,419,218
2026-02-22 16:00:00,3480,416,206
2026-02-22 17:00:00,3436,412,196
2026-02-22 18:00:00,3398,425,196
2026-02-22 19:00:00,3488,411,207
2026-02-22 20:00:00,3394,426,212
2026-02-22 21:00:00,3570,423,208
2026-02-22 22:00:00,3390,412,215
2026-02-22 23:00:00,3372,425,186
2026-02-23 00:00:00,3243,423,199
2026-02-23 01:00:00,3381,423,182
2026-02-23 02:00:00,3379,429,203
2026-02-23 03:00:00,3405,416,199
2026-02-23 04:00:00,3327,412,212
2026-02-23 05:00:00,3224,430,208
2026-02-23 06:00:00,3307,428,189
2026-02-23 07:00:00,3208,411,188
2026-02-23 08:00:00,3378,426,202
2026-02-23 09:00:00,3419,420,193
2026-02-23 10:00:00,3322,425,210
2026-02-23 11:00:00,3446,417,181
2026-02-23 12:00:00,3546,416,186
2026-02-23 13:00:00,3393,425,215
2026-02-23 14:00:00,3446,413,217
2026-02-23 15:00:00,3600,415,206
2026-02-23 16:00:00,3255,421,198
2026-02-23 17:00:00,3480,425,189
2026-02-23 18:00:00,3206,413,189
2026-02-23 19:00:00,3334,411,188
2026-02-23 20:00:00,3391,419,201
2026-02-23 21:00:00,3364,410,183
2026-02-23 22:00:00,3375,419,217
2026-02-23 23:00:00,3216,426,182
2026-02-24 00:00:00,3540,428,217
2026-02-24 01:00:00,3481,416,216
2026-02-24 02:00:00,3453,422,220
2026-02-24 03:00:00,3434,417,213
2026-02-24 04:00:00,3461,425,188
2026-02-24 05:00:00,3358,422,186
2026-02-24 06:00:00,3400,416,180
2026-02-24 07:00:00,3303,419,195
2026-02-24 08:00:00,3469,417,183
2026-02-24 09:00:00,3214,410,217
2026-02-24 10:00:00,3240,419,194
2026-02-24 11:00:00,3360,415,219
2026-02-24 12:00:00,3357,429,194
2026-02-24 13:00:00,3209,425,197
2026-02-24 14:00:00,3254,424,216
2026-02-24 15:00:00,3489,430,206
2026-02-24 16:00:00,3360,418,206
2026-02-24 17:00:00,3586,422,189
2026-02-24 18:00:00,3462,429,211
2026-02-24 19:00:00,3554,416,202
2026-02-24 20:00:00,3251,426,218
2026-02-24 21:00:00,3393,415,189
2026-02-24 22:00:00,3372,414,208
2026-02-24 23:00:00,3598,420,220
2026-02-25 00:00:00,3406,411,180
2026-02-25 01:00:00,3284,414,195
2026-02-25 02:00:00,3219,414,194
2026-02-25 03:00:00,3346,411,203
2026-02-25 04:00:00,3395,424,208
2026-02-25 05:00:00,3252,415,203
2026-02-25 06:00:00,3240,421,213
2026-02-25 07:00:00,3488,411,196
2026-02-25 08:00:00,3252,426,220
2026-02-25 09:00:00,3284,426,180
2026-02-25 10:00:00,3372,412,206
2026-02-25 11:00:00,3406,423,182
2026-02-25 12:00:00,3563,427,187
2026-02-25 13:00:00,3292,416,217
2026-02-25 14:00:00,3265,425,213
2026-02-25 15:00:00,3483,419,197
2026-02-25 16:00:00,3448,430,219
2026-02-25 17:00:00,3217,428,215
2026-02-25 18:00:00,3395,416,206
2026-02-25 19:00:00,3242,420,188
2026-02-25 20:00:00,3442,422,219
2026-02-25 21:00:00,3365,427,198
2026-02-25 22:00:00,3355,419,189
2026-02-25 23:00:00,3207,414,190
2026-02-26 00:00:00,3332,427,189
2026-02-26 01:00:00,3328,427,214
2026-02-26 02:00:00,3401,416,184
2026-02-26 03:00:00,3325,424,195
2026-02-26 04:00:00,3436,412,199
2026-02-26 05:00:00,3387,411,194
2026-02-26 06:00:00,3237,413,214
2026-02-26 07:00:00,3216,414,204
2026-02-26 08:00:00,3547,422,220
2026-02-26 09:00:00,3500,413,196
2026-02-26 10:00:00,3262,429,195
2026-02-26 11:00:00,3542,428,206
2026-02-26 12:00:00,3203,422,185
2026-02-26 13:00:00,3212,418,209
2026-02-26 14:00:00,3600,412,212
2026-02-26 15:00:00,3490,413,186
2026-02-26 16:00:00,3497,429,188
2026-02-26 17:00:00,3575,420,204
2026-02-26 18:00:00,3536,429,189
2026-02-26 19:00:00,3355,425,206
2026-02-26 20:00:00,3486,427,193
2026-02-26 21:00:00,3348,412,182
2026-02-26 22:00:00,3312,418,185
2026-02-26 23:00:00,3343,412,192
2026-02-27 00:00:00,3586,412,213
2026-02-27 01:00:00,3253,413,215
2026-02-27 02:00:00,3524,413,199
2026-02-27 03:00:00,3204,420,185
2026-02-27 04:00:00,3557,417,190
2026-02-27 05:00:00,3361,430,187
2026-02-27 06:00:00,3427,428,180
2026-02-27 07:00:00,3358,419,208
2026-02-27 08:00:00,3219,426,203
2026-02-27 09:00:00,3412,410,216
2026-02-27 10:00:00,3581,418,183
2026-02-27 11:00:00,3397,424,186
2026-02-27 12:00:00,3351,426,209
2026-02-27 13:00:00,3469,416,184
2026-02-27 14:00:00,3211,416,186
2026-02-27 15:00:00,3334,421,204
2026-02-27 16:00:00,3339,420,210
2026-02-27 17:00:00,3264,414,209
2026-02-27 18:00:00,3367,425,218
2026-02-27 19:00:00,3337,411,209
2026-02-27 20:00:00,3571,418,181
2026-02-27 21:00:00,3313,416,208
2026-02-27 22:00:00,3335,418,219
2026-02-27 23:00:00,3521,428,219
2026-02-28 00:00:00,3468,424,180
2026-02-28 01:00:00,3509,417,195
2026-02-28 02:00:00,3511,413,194
